Start Time (UTC) = 1729584223.221370
Time interval = 800 us

Time	Ch01Gr01	Ch01Gr02	Ch01Gr03	Ch01Gr04	Ch01Gr05	Ch02Gr01	Ch02Gr02	Ch02Gr03	Ch02Gr04	Ch02Gr05
	Wavelength (nm)	Wavelength (nm)	Wavelength (nm)	Wavelength (nm)	Wavelength (nm)	Wavelength (nm)	Wavelength (nm)	Wavelength (nm)	Wavelength (nm)	Wavelength (nm)
6.323200	1559.4742	1554.1663	1549.1743	1545.0482	1542.3367	1559.5708	1553.7195	1549.1016	1546.4507	1542.6584
6.324000	1559.4742	1554.1647	1549.1743	1545.0482	1542.3367	1559.5716	1553.7195	1549.1016	1546.4492	1542.6584
6.324800	1559.4749	1554.1655	1549.1735	1545.0482	1542.3360	1559.5732	1553.7203	1549.1016	1546.4499	1542.6584
6.325600	1559.4749	1554.1647	1549.1735	1545.0482	1542.3367	1559.5724	1553.7187	1549.1016	1546.4499	1542.6584
6.326400	1559.4742	1554.1655	1549.1751	1545.0482	1542.3367	1559.5716	1553.7187	1549.1024	1546.4499	1542.6584
6.327200	1559.4742	1554.1655	1549.1735	1545.0490	1542.3375	1559.5732	1553.7203	1549.1016	1546.4499	1542.6584
6.328000	1559.4749	1554.1663	1549.1735	1545.0490	1542.3367	1559.5724	1553.7211	1549.1016	1546.4507	1542.6584
6.328800	1559.4742	1554.1655	1549.1727	1545.0490	1542.3360	1559.5724	1553.7203	1549.1016	1546.4499	1542.6584
6.329600	1559.4742	1554.1663	1549.1743	1545.0490	1542.3367	1559.5708	1553.7195	1549.1024	1546.4507	1542.6584
6.330400	1559.4742	1554.1663	1549.1743	1545.0482	1542.3367	1559.5724	1553.7203	1549.1016	1546.4499	1542.6584
6.331200	1559.4742	1554.1647	1549.1743	1545.0482	1542.3360	1559.5716	1553.7195	1549.1016	1546.4507	1542.6584
6.332000	1559.4742	1554.1655	1549.1735	1545.0490	1542.3360	1559.5716	1553.7203	1549.1016	1546.4507	1542.6584
6.332800	1559.4734	1554.1663	1549.1735	1545.0497	1542.3360	1559.5716	1553.7203	1549.1016	1546.4499	1542.6584
6.333600	1559.4742	1554.1663	1549.1735	1545.0482	1542.3367	1559.5716	1553.7195	1549.1008	1546.4499	1542.6584
6.334400	1559.4742	1554.1655	1549.1743	1545.0482	1542.3375	1559.5724	1553.7195	1549.1016	1546.4515	1542.6592
6.335200	1559.4734	1554.1655	1549.1735	1545.0490	1542.3367	1559.5708	1553.7195	1549.1024	1546.4507	1542.6584
6.336000	1559.4742	1554.1655	1549.1743	1545.0490	1542.3367	1559.5716	1553.7195	1549.1008	1546.4499	1542.6576
6.336800	1559.4749	1554.1663	1549.1735	1545.0490	1542.3367	1559.5708	1553.7195	1549.1008	1546.4499	1542.6584
6.337600	1559.4742	1554.1647	1549.1743	1545.0482	1542.3367	1559.5708	1553.7203	1549.1024	1546.4507	1542.6576
6.338400	1559.4749	1554.1655	1549.1727	1545.0497	1542.3367	1559.5708	1553.7203	1549.1016	1546.4507	1542.6592
6.339200	1559.4734	1554.1655	1549.1735	1545.0482	1542.3367	1559.5708	1553.7203	1549.1016	1546.4515	1542.6584
6.340000	1559.4742	1554.1655	1549.1743	1545.0490	1542.3375	1559.5716	1553.7195	1549.1016	1546.4507	1542.6584
6.340800	1559.4734	1554.1647	1549.1735	1545.0490	1542.3375	1559.5708	1553.7187	1549.1008	1546.4499	1542.6592
6.341600	1559.4734	1554.1663	1549.1727	1545.0497	1542.3367	1559.5716	1553.7203	1549.1008	1546.4515	1542.6592
6.342400	1559.4734	1554.1655	1549.1743	1545.0497	1542.3367	1559.5716	1553.7187	1549.1024	1546.4507	1542.6584
6.343200	1559.4734	1554.1663	1549.1743	1545.0490	1542.3367	1559.5700	1553.7203	1549.1016	1546.4515	1542.6584
6.344000	1559.4734	1554.1655	1549.1751	1545.0490	1542.3367	1559.5708	1553.7203	1549.1016	1546.4507	1542.6584
6.344800	1559.4734	1554.1655	1549.1743	1545.0497	1542.3375	1559.5700	1553.7195	1549.1016	1546.4507	1542.6592
6.345600	1559.4742	1554.1655	1549.1735	1545.0490	1542.3367	1559.5724	1553.7195	1549.1008	1546.4507	1542.6584
6.346400	1559.4742	1554.1655	1549.1727	1545.0497	1542.3367	1559.5700	1553.7195	1549.1008	1546.4507	1542.6584
6.347200	1559.4734	1554.1647	1549.1751	1545.0482	1542.3367	1559.5716	1553.7195	1549.1016	1546.4515	1542.6584
6.348000	1559.4734	1554.1647	1549.1743	1545.0497	1542.3383	1559.5708	1553.7187	1549.1024	1546.4499	1542.6592
6.348800	1559.4734	1554.1655	1549.1743	1545.0490	1542.3367	1559.5692	1553.7195	1549.1016	1546.4515	1542.6592
6.349600	1559.4734	1554.1647	1549.1743	1545.0490	1542.3375	1559.5724	1553.7187	1549.1032	1546.4515	1542.6592
6.350400	1559.4734	1554.1647	1549.1751	1545.0497	1542.3367	1559.5716	1553.7195	1549.1024	1546.4507	1542.6592
6.351200	1559.4734	1554.1655	1549.1751	1545.0497	1542.3367	1559.5700	1553.7195	1549.1024	1546.4499	1542.6592
6.352000	1559.4734	1554.1655	1549.1735	1545.0505	1542.3375	1559.5700	1553.7203	1549.1016	1546.4507	1542.6592
6.352800	1559.4734	1554.1655	1549.1743	1545.0497	1542.3367	1559.5708	1553.7195	1549.1016	1546.4515	1542.6584
6.353600	1559.4734	1554.1655	1549.1735	1545.0497	1542.3375	1559.5716	1553.7195	1549.1024	1546.4507	1542.6592
6.354400	1559.4726	1554.1655	1549.1743	1545.0497	1542.3367	1559.5716	1553.7195	1549.1016	1546.4507	1542.6584
6.355200	1559.4734	1554.1655	1549.1727	1545.0490	1542.3375	1559.5700	1553.7187	1549.1008	1546.4507	1542.6592
6.356000	1559.4726	1554.1639	1549.1751	1545.0490	1542.3375	1559.5716	1553.7187	1549.1024	1546.4507	1542.6592
6.356800	1559.4734	1554.1647	1549.1751	1545.0497	1542.3375	1559.5708	1553.7195	1549.1024	1546.4507	1542.6592
6.357600	1559.4734	1554.1655	1549.1751	1545.0497	1542.3375	1559.5716	1553.7195	1549.1024	1546.4507	1542.6592
6.358400	1559.4734	1554.1647	1549.1743	1545.0490	1542.3375	1559.5708	1553.7195	1549.1016	1546.4507	1542.6592
6.359200	1559.4726	1554.1655	1549.1735	1545.0490	1542.3375	1559.5708	1553.7187	1549.1016	1546.4515	1542.6592
6.360000	1559.4726	1554.1639	1549.1751	1545.0490	1542.3375	1559.5708	1553.7187	1549.1024	1546.4507	1542.6599
6.360800	1559.4726	1554.1655	1549.1735	1545.0497	1542.3375	1559.5716	1553.7195	1549.1016	1546.4515	1542.6592
6.361600	1559.4726	1554.1647	1549.1735	1545.0505	1542.3375	1559.5708	1553.7203	1549.1016	1546.4507	1542.6592
6.362400	1559.4726	1554.1663	1549.1743	1545.0505	1542.3367	1559.5708	1553.7195	1549.1024	1546.4515	1542.6592
6.363200	1559.4718	1554.1647	1549.1759	1545.0490	1542.3375	1559.5700	1553.7195	1549.1024	1546.4523	1542.6592
6.364000	1559.4726	1554.1655	1549.1751	1545.0497	1542.3367	1559.5692	1553.7195	1549.1024	1546.4515	1542.6592
6.364800	1559.4734	1554.1655	1549.1735	1545.0497	1542.3360	1559.5700	1553.7195	1549.1024	1546.4515	1542.6592
6.365600	1559.4726	1554.1655	1549.1735	1545.0505	1542.3367	1559.5716	1553.7203	1549.1024	1546.4523	1542.6592
6.366400	1559.4726	1554.1655	1549.1751	1545.0497	1542.3375	1559.5700	1553.7195	1549.1024	1546.4515	1542.6592
6.367200	1559.4726	1554.1655	1549.1751	1545.0490	1542.3375	1559.5692	1553.7195	1549.1032	1546.4523	1542.6592
6.368000	1559.4726	1554.1663	1549.1743	1545.0505	1542.3383	1559.5692	1553.7211	1549.1024	1546.4515	1542.6599
6.368800	1559.4718	1554.1647	1549.1743	1545.0497	1542.3375	1559.5700	1553.7187	1549.1032	1546.4515	1542.6599
6.369600	1559.4726	1554.1639	1549.1759	1545.0490	1542.3375	1559.5700	1553.7195	1549.1039	1546.4507	1542.6599
6.370400	1559.4726	1554.1655	1549.1751	1545.0497	1542.3375	1559.5700	1553.7203	1549.1032	1546.4523	1542.6592
6.371200	1559.4726	1554.1647	1549.1743	1545.0505	1542.3375	1559.5708	1553.7203	1549.1032	1546.4507	1542.6599
6.372000	1559.4726	1554.1647	1549.1751	1545.0505	1542.3367	1559.5700	1553.7187	1549.1032	1546.4515	1542.6599
6.372800	1559.4726	1554.1647	1549.1751	1545.0497	1542.3367	1559.5700	1553.7195	1549.1039	1546.4523	1542.6592
6.373600	1559.4726	1554.1647	1549.1743	1545.0505	1542.3375	1559.5700	1553.7195	1549.1024	1546.4515	1542.6599
6.374400	1559.4718	1554.1647	1549.1743	1545.0497	1542.3375	1559.5708	1553.7195	1549.1032	1546.4523	1542.6592
6.375200	1559.4718	1554.1655	1549.1735	1545.0497	1542.3375	1559.5708	1553.7203	1549.1024	1546.4523	1542.6599
6.376000	1559.4726	1554.1663	1549.1743	1545.0497	1542.3375	1559.5700	1553.7203	1549.1032	1546.4523	1542.6599
6.376800	1559.4718	1554.1655	1549.1735	1545.0513	1542.3375	1559.5700	1553.7195	1549.1032	1546.4523	1542.6599
6.377600	1559.4718	1554.1655	1549.1751	1545.0497	1542.3375	1559.5700	1553.7195	1549.1032	1546.4515	1542.6599
6.378400	1559.4726	1554.1647	1549.1743	1545.0505	1542.3375	1559.5708	1553.7195	1549.1032	1546.4523	1542.6599
6.379200	1559.4726	1554.1647	1549.1743	1545.0497	1542.3375	1559.5700	1553.7195	1549.1024	1546.4523	1542.6599
6.380000	1559.4726	1554.1647	1549.1751	1545.0497	1542.3383	1559.5692	1553.7195	1549.1032	1546.4515	1542.6599
6.380800	1559.4718	1554.1632	1549.1743	1545.0505	1542.3383	1559.5708	1553.7187	1549.1024	1546.4515	1542.6607
6.381600	1559.4726	1554.1655	1549.1751	1545.0505	1542.3375	1559.5700	1553.7195	1549.1039	1546.4515	1542.6599
6.382400	1559.4718	1554.1655	1549.1751	1545.0505	1542.3375	1559.5700	1553.7203	1549.1032	1546.4515	1542.6599
6.383200	1559.4718	1554.1647	1549.1751	1545.0505	1542.3383	1559.5708	1553.7195	1549.1032	1546.4523	1542.6607
6.384000	1559.4718	1554.1639	1549.1751	1545.0497	1542.3375	1559.5700	1553.7195	1549.1039	1546.4523	1542.6599
6.384800	1559.4710	1554.1663	1549.1743	1545.0505	1542.3375	1559.5700	1553.7195	1549.1032	1546.4523	1542.6599
6.385600	1559.4718	1554.1663	1549.1751	1545.0505	1542.3375	1559.5700	1553.7195	1549.1032	1546.4523	1542.6607
6.386400	1559.4718	1554.1655	1549.1751	1545.0497	1542.3383	1559.5700	1553.7203	1549.1032	1546.4523	1542.6599
6.387200	1559.4710	1554.1647	1549.1759	1545.0497	1542.3383	1559.5700	1553.7195	1549.1032	1546.4523	1542.6599
6.388000	1559.4718	1554.1647	1549.1743	1545.0505	1542.3375	1559.5692	1553.7203	1549.1032	1546.4523	1542.6599
6.388800	1559.4718	1554.1655	1549.1751	1545.0505	1542.3383	1559.5700	1553.7195	1549.1032	1546.4523	1542.6607
6.389600	1559.4718	1554.1647	1549.1751	1545.0505	1542.3375	1559.5700	1553.7195	1549.1047	1546.4530	1542.6599
6.390400	1559.4718	1554.1647	1549.1751	1545.0505	1542.3383	1559.5700	1553.7195	1549.1032	1546.4530	1542.6607
6.391200	1559.4718	1554.1655	1549.1759	1545.0505	1542.3383	1559.5700	1553.7195	1549.1032	1546.4523	1542.6607
6.392000	1559.4710	1554.1655	1549.1743	1545.0513	1542.3375	1559.5692	1553.7195	1549.1032	1546.4530	1542.6599
6.392800	1559.4726	1554.1655	1549.1743	1545.0513	1542.3383	1559.5692	1553.7203	1549.1047	1546.4523	1542.6607
6.393600	1559.4718	1554.1647	1549.1751	1545.0505	1542.3383	1559.5700	1553.7195	1549.1032	1546.4523	1542.6607
6.394400	1559.4718	1554.1655	1549.1735	1545.0513	1542.3375	1559.5700	1553.7203	1549.1032	1546.4530	1542.6599
6.395200	1559.4710	1554.1639	1549.1751	1545.0505	1542.3383	1559.5684	1553.7203	1549.1032	1546.4523	1542.6615
6.396000	1559.4718	1554.1655	1549.1751	1545.0513	1542.3375	1559.5708	1553.7203	1549.1039	1546.4530	1542.6599
6.396800	1559.4718	1554.1655	1549.1759	1545.0497	1542.3383	1559.5708	1553.7211	1549.1039	1546.4530	1542.6599
6.397600	1559.4710	1554.1647	1549.1751	1545.0505	1542.3391	1559.5684	1553.7203	1549.1039	1546.4515	1542.6607
6.398400	1559.4710	1554.1655	1549.1751	1545.0505	1542.3375	1559.5700	1553.7203	1549.1039	1546.4538	1542.6607
6.399200	1559.4710	1554.1647	1549.1751	1545.0505	1542.3375	1559.5692	1553.7195	1549.1039	1546.4530	1542.6607
6.400000	1559.4718	1554.1655	1549.1743	1545.0505	1542.3383	1559.5700	1553.7211	1549.1024	1546.4538	1542.6607
6.400800	1559.4718	1554.1647	1549.1743	1545.0513	1542.3383	1559.5708	1553.7203	1549.1039	1546.4523	1542.6607
6.401600	1559.4710	1554.1639	1549.1751	1545.0513	1542.3391	1559.5700	1553.7187	1549.1047	1546.4523	1542.6615
6.402400	1559.4710	1554.1639	1549.1759	1545.0505	1542.3383	1559.5692	1553.7187	1549.1047	1546.4530	1542.6607
6.403200	1559.4718	1554.1655	1549.1751	1545.0513	1542.3383	1559.5684	1553.7195	1549.1024	1546.4523	1542.6607
6.404000	1559.4710	1554.1655	1549.1735	1545.0505	1542.3375	1559.5692	1553.7203	1549.1032	1546.4538	1542.6607
6.404800	1559.4710	1554.1639	1549.1759	1545.0513	1542.3383	1559.5700	1553.7195	1549.1039	1546.4530	1542.6607
